"Column","lower_90","sum_qm","upper_90","cv","cv_percent","sd","n","SEM"
"KK_Tross",43.9984709765253,45.4528985507246,46.907326124924,0.57505570223482,55.9715293072902,6.55703560812612,55,0.866692943021881
"SK_Tross",42.1065463055858,43.6565217391304,45.206497172675,0.63793250165798,63.793250165798,6.98779663543394,55,0.942234306106133
"KS_Tross",26.2578200482274,27.7826086956522,29.307397343077,0.985876020085414,91.5387711899759,6.87424635876741,55,0.857283385218194
"SS_Tross",24.4609464140929,25.9057971014493,27.3506477888057,1.0021322872716,100.21322872716,6.51385986726537,55,0.878328685323029
"HK_Tross",41.6492937622586,43.231884057971,44.8144743536835,0.65775382346114,65.775382346114,7.13483511048938,55,0.96206097003797
"HS_Tross",26.7701453579828,28.3188405797102,29.8675358014375,0.982628905275835,98.2628905275835,6.9820250214872,55,0.941456061840318
"KH_Tross",25.4215309130583,27.2210144927536,29.020498072449,0.90821985292152,89.8807690330089,7.41926531106947,46,1.04749969860021
"SH_Tross",25.944021653424,27.695652173913,29.4472826944021,0.86920590141165,86.920590141165,7.22196729390288,46,1.06482098509973
"HH_Tross",29.4019073942453,31.5942028985507,33.7864984028562,0.953637782567679,95.3637782567679,9.03882767825017,46,1.33270243422823
